conductor,run,seg_idx,verdict,source,judged_at
Bernstein,m0evC5OMofs(13)__r00,4,contaminated,full_review,2026-08-13T13:42:57
Bernstein,m3wFdajeAwU(67)__r00,2,clean,full_review,2026-08-13T13:43:05
Bernstein,m3wFdajeAwU(67)__r00,4,clean,full_review,2026-08-13T13:43:03
Bernstein,m3wFdajeAwU(76)__r00,0,clean,full_review,2026-08-13T13:43:16
Bernstein,m3wFdajeAwU(76)__r00,1,clean,full_review,2026-08-13T13:43:17
Bernstein,p8bZ7vm4_6M(07)__r00,0,clean,full_review,2026-08-13T13:43:18
Bernstein,p8bZ7vm4_6M(07)__r03,3,clean,full_review,2026-08-13T13:43:19
Bernstein,p8bZ7vm4_6M(45)__r00,0,clean,full_review,2026-08-13T13:46:25
Bernstein,r88EnGeiJrE(10)__r00,1,clean,full_review,2026-08-13T13:46:23
Bernstein,r88EnGeiJrE(62)__r00,0,clean,full_review,2026-08-13T13:43:26
Bernstein,rO8MnwcvSVk(25)__r00,0,clean,full_review,2026-08-13T13:43:25
Bernstein,srb2EyvTSGw(27)__r00,1,clean,full_review,2026-08-13T13:46:31
Dudamel,-HLDqBUxcD4(06)__r00,0,clean,full_review,2026-08-13T13:46:32
Dudamel,-N0s9C63pSo(05)__r00,7,clean,full_review,2026-08-13T14:33:51
Dudamel,-N0s9C63pSo(07)__r00,1,clean,full_review,2026-08-13T14:33:50
Dudamel,-N0s9C63pSo(08)__r01,1,clean,full_review,2026-08-13T14:33:57
Dudamel,-N0s9C63pSo(20)__r00,2,contaminated,full_review,2026-08-13T14:33:56
Dudamel,-N0s9C63pSo(23)__r00,2,clean,full_review,2026-08-13T14:33:59
Dudamel,-N0s9C63pSo(29)__r00,3,clean,full_review,2026-08-13T14:35:35
Dudamel,-N0s9C63pSo(29)__r00,4,clean,full_review,2026-08-13T14:35:40
Dudamel,-N0s9C63pSo(29)__r00,5,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,-N0s9C63pSo(29)__r00,9,clean,full_review,2026-08-13T14:35:41
Dudamel,-N0s9C63pSo(32)__r00,0,clean,full_review,2026-08-13T14:35:42
Dudamel,-N0s9C63pSo(33)__r00,1,clean,full_review,2026-08-13T14:35:43
Dudamel,-N0s9C63pSo(33)__r00,3,clean,full_review,2026-08-13T14:35:54
Dudamel,-N0s9C63pSo(38)__r03,0,clean,full_review,2026-08-13T14:35:53
Dudamel,-N0s9C63pSo(42)__r00,0,clean,full_review,2026-08-13T14:35:52
Dudamel,-N0s9C63pSo(44)__r00,1,clean,full_review,2026-08-13T14:35:50
Dudamel,-N0s9C63pSo(49)__r01,0,clean,full_review,2026-08-13T14:36:03
Dudamel,-N0s9C63pSo(49)__r01,2,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,-N0s9C63pSo(49)__r01,3,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,-N0s9C63pSo(56)__r00,2,clean,full_review,2026-08-13T14:36:02
Dudamel,3-E0GnKMNLU(17)__r00,0,clean,full_review,2026-08-13T14:36:01
Dudamel,3-E0GnKMNLU(17)__r00,2,clean,full_review,2026-08-13T14:36:00
Dudamel,3-E0GnKMNLU(17)__r00,4,clean,full_review,2026-08-13T14:36:31
Dudamel,3-E0GnKMNLU(20)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,3-E0GnKMNLU(20)__r00,5,clean,full_review,2026-08-13T14:36:30
Dudamel,60mRj_9Rybc(06)__r00,1,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,60mRj_9Rybc(18)__r00,1,clean,full_review,2026-08-13T14:36:24
Dudamel,BxX1obB9GKk(08)__r00,0,contaminated,full_review,2026-08-13T14:36:23
Dudamel,ESilvOS2O9k(02)__r02,2,clean,full_review,2026-08-13T14:36:32
Dudamel,ESilvOS2O9k(04)__r00,0,clean,full_review,2026-08-13T14:36:30
Dudamel,EoyRy3FpoFk(10)__r00,0,clean,full_review,2026-08-13T14:36:25
Dudamel,EoyRy3FpoFk(10)__r00,1,clean,full_review,2026-08-13T14:36:28
Dudamel,Gsl0t6qFie0(09)__r00,1,clean,full_review,2026-08-13T14:36:33
Dudamel,KrKsAr2QDoY(04)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,KrKsAr2QDoY(06)__r00,0,clean,full_review,2026-08-13T14:36:35
Dudamel,KrKsAr2QDoY(07)_c00__r01,2,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,KrKsAr2QDoY(26)__r00,0,clean,full_review,2026-08-13T14:36:36
Dudamel,LT0lf8CFfzI(06)__r00,0,clean,full_review,2026-08-13T14:36:38
Dudamel,LT0lf8CFfzI(07)__r00,0,clean,full_review,2026-08-13T14:36:56
Dudamel,LT0lf8CFfzI(13)__r00,0,clean,full_review,2026-08-13T14:36:57
Dudamel,LT0lf8CFfzI(25)__r00,0,clean,full_review,2026-08-13T14:36:58
Dudamel,LxkGr4KSuM0(01)__r01,1,clean,full_review,2026-08-13T14:36:59
Dudamel,LxkGr4KSuM0(01)__r01,2,clean,full_review,2026-08-13T14:37:02
Dudamel,LxkGr4KSuM0(06)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,MEeLl9-l63w(04)__r01,1,clean,full_review,2026-08-13T14:37:01
Dudamel,SSypujlLlNI(01)__r00,2,clean,full_review,2026-08-13T14:37:00
Dudamel,SSypujlLlNI(11)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,SSypujlLlNI(13)__r00,1,clean,full_review,2026-08-13T14:36:59
Dudamel,SSypujlLlNI(13)__r01,2,clean,full_review,2026-08-13T14:37:08
Dudamel,SSypujlLlNI(15)__r00,0,clean,full_review,2026-08-13T14:37:07
Dudamel,TpCiGyRlEiU(02)__r00,1,clean,full_review,2026-08-13T14:37:13
Dudamel,TpCiGyRlEiU(16)__r01,1,clean,full_review,2026-08-13T14:37:11
Dudamel,TpCiGyRlEiU(16)__r01,3,clean,full_review,2026-08-13T14:37:21
Dudamel,VzsIlqve4oI(15)__r00,1,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,XFY6OL2nQ88(02)__r00,0,clean,full_review,2026-08-13T14:37:20
Dudamel,XFY6OL2nQ88(02)__r00,1,clean,full_review,2026-08-13T14:37:19
Dudamel,XFY6OL2nQ88(02)__r00,2,clean,full_review,2026-08-13T14:37:18
Dudamel,jVDofBFtvwA(19)__r01,3,clean,full_review,2026-08-13T14:37:58
Dudamel,lFXXa6DOUm8(46)__r00,0,clean,full_review,2026-08-13T14:38:01
Dudamel,lFXXa6DOUm8(46)__r00,1,clean,full_review,2026-08-13T14:38:05
Dudamel,rJWuV1iCSUk(11)__r01,0,clean,full_review,2026-08-13T14:38:03
Dudamel,rJWuV1iCSUk(11)__r01,2,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,rJWuV1iCSUk(20)__r01,1,clean,audit_sample_60,2026-08-13T00:00:00
Dudamel,wuve8eKeqKA(41)__r00,1,clean,full_review,2026-08-13T14:38:18
Haitink,-B3d1AfBPsw(103)__r00,0,clean,full_review,2026-08-13T14:38:17
Haitink,-B3d1AfBPsw(98)__r00,2,clean,full_review,2026-08-13T14:38:16
Haitink,1KSK4a1YHwg(26)__r00,1,contaminated,audit_sample_60,2026-08-13T00:00:00
Haitink,1KSK4a1YHwg(52)__r00,1,clean,full_review,2026-08-13T14:38:14
Haitink,3MkYv1DMQyI(01)__r00,1,contaminated,full_review,2026-08-13T14:38:21
Haitink,44a2kZ72RzY(11)__r01,0,clean,full_review,2026-08-13T14:38:28
Haitink,44a2kZ72RzY(21)__r00,1,clean,full_review,2026-08-13T14:38:26
Haitink,598bZQ9g0Hs(05)__r00,0,clean,full_review,2026-08-13T14:38:25
Haitink,598bZQ9g0Hs(09)__r00,0,clean,full_review,2026-08-13T14:38:37
Haitink,598bZQ9g0Hs(15)__r00,1,clean,full_review,2026-08-13T14:38:36
Haitink,598bZQ9g0Hs(15)__r00,4,clean,full_review,2026-08-13T14:38:35
Haitink,598bZQ9g0Hs(15)__r00,5,clean,full_review,2026-08-13T14:38:34
Haitink,598bZQ9g0Hs(27)__r00,0,clean,full_review,2026-08-13T14:38:51
Haitink,598bZQ9g0Hs(27)__r00,2,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,598bZQ9g0Hs(47)__r00,0,clean,full_review,2026-08-13T14:38:52
Haitink,598bZQ9g0Hs(47)__r00,2,clean,full_review,2026-08-13T14:38:53
Haitink,598bZQ9g0Hs(52)__r00,1,clean,full_review,2026-08-13T14:38:54
Haitink,598bZQ9g0Hs(55)__r00,1,clean,full_review,2026-08-13T14:38:58
Haitink,598bZQ9g0Hs(59)__r06,0,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,598bZQ9g0Hs(59)__r10,1,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,598bZQ9g0Hs(59)__r10,4,clean,full_review,2026-08-13T14:38:57
Haitink,598bZQ9g0Hs(59)__r10,5,contaminated,audit_sample_60,2026-08-13T00:00:00
Haitink,598bZQ9g0Hs(59)__r10,8,clean,full_review,2026-08-13T14:38:56
Haitink,598bZQ9g0Hs(59)__r10,9,clean,full_review,2026-08-13T14:38:55
Haitink,598bZQ9g0Hs(59)__r10,10,clean,full_review,2026-08-13T14:39:13
Haitink,598bZQ9g0Hs(61)__r00,0,clean,full_review,2026-08-13T14:39:52
Haitink,598bZQ9g0Hs(61)__r00,1,clean,full_review,2026-08-13T14:39:51
Haitink,598bZQ9g0Hs(61)__r00,2,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,598bZQ9g0Hs(63)__r06,0,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,598bZQ9g0Hs(68)__r00,1,clean,full_review,2026-08-13T14:39:49
Haitink,598bZQ9g0Hs(68)__r00,2,clean,full_review,2026-08-13T14:39:22
Haitink,7QLuYj2jxoc(51)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,7QLuYj2jxoc(51)__r00,1,clean,full_review,2026-08-13T14:39:41
Haitink,F4946WxSNb0(01)__r01,1,clean,full_review,2026-08-13T14:39:45
Haitink,F4946WxSNb0(03)__r00,1,clean,full_review,2026-08-13T14:39:46
Haitink,Ividyw_WPv4(07)__r00,0,clean,full_review,2026-08-13T14:40:11
Haitink,PlvDbgVFbWo(01)__r00,1,clean,full_review,2026-08-13T14:40:12
Haitink,SRwDdZ7Rlgo(03)__r00,1,clean,full_review,2026-08-13T14:40:17
Haitink,U9I3G_-LVjg(02)__r00,0,clean,full_review,2026-08-13T14:40:15
Haitink,UReOgnWLa4o(04)__r00,1,contaminated,full_review,2026-08-13T14:40:26
Haitink,W2wMuHCYgXU(01)__r04,0,clean,full_review,2026-08-13T14:40:34
Haitink,W2wMuHCYgXU(01)__r04,2,clean,full_review,2026-08-13T14:40:33
Haitink,W2wMuHCYgXU(01)__r04,4,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,aBlOui8r5WM(03)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,kVOTNntE5R0(01)__r00,0,clean,full_review,2026-08-13T14:40:31
Haitink,kVOTNntE5R0(03)__r00,0,contaminated,full_review,2026-08-13T14:40:40
Haitink,n_H6abRmQ_o(01)__r00,2,clean,full_review,2026-08-13T14:40:48
Haitink,n_H6abRmQ_o(01)__r00,3,clean,full_review,2026-08-13T14:40:47
Haitink,n_H6abRmQ_o(01)__r00,6,clean,full_review,2026-08-13T14:40:46
Haitink,n_H6abRmQ_o(01)__r00,10,clean,full_review,2026-08-13T14:41:03
Haitink,n_H6abRmQ_o(01)__r00,11,clean,full_review,2026-08-13T14:41:03
Haitink,n_H6abRmQ_o(01)__r00,12,clean,full_review,2026-08-13T14:41:02
Haitink,n_H6abRmQ_o(01)__r00,15,clean,full_review,2026-08-13T14:41:01
Haitink,n_H6abRmQ_o(01)__r00,16,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,n_H6abRmQ_o(01)__r00,18,clean,full_review,2026-08-13T14:41:10
Haitink,n_H6abRmQ_o(05)__r00,0,clean,full_review,2026-08-13T14:41:11
Haitink,pnfhl2TOvUc(01)__r00,0,clean,full_review,2026-08-13T14:41:12
Haitink,uNKXx9wf8Dg(07)__r00,3,clean,audit_sample_60,2026-08-13T00:00:00
Haitink,uNKXx9wf8Dg(07)__r00,4,clean,full_review,2026-08-13T14:41:12
Haitink,uNKXx9wf8Dg(07)__r00,5,clean,full_review,2026-08-13T14:41:22
Haitink,wYVvYtg6gVE(01)__r00,0,clean,full_review,2026-08-13T14:41:23
Haitink,wYVvYtg6gVE(01)__r00,1,clean,full_review,2026-08-13T14:41:24
Haitink,wYVvYtg6gVE(01)__r00,3,contaminated,full_review,2026-08-13T14:41:30
Haitink,wYVvYtg6gVE(01)__r00,4,contaminated,full_review,2026-08-13T14:41:35
Haitink,wYVvYtg6gVE(01)__r00,5,contaminated,full_review,2026-08-13T14:41:36
Haitink,wYVvYtg6gVE(03)__r00,0,contaminated,full_review,2026-08-13T14:41:42
Mehta,08FxlHVcofc(01)__r00,1,contaminated,manual_find,2026-08-13T00:00:00
Mehta,1JgpsrQiewE(02)__r03,0,clean,full_review,2026-08-13T14:41:49
Mehta,9nvYfmqIbWU(18)__r01,1,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,CvdmVDIzDJQ(01)__r02,1,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,CvdmVDIzDJQ(01)__r02,2,clean,full_review,2026-08-13T14:42:03
Mehta,FMEL6z9Qir8(02)__r01,1,clean,full_review,2026-08-13T14:42:02
Mehta,FMEL6z9Qir8(02)__r01,3,clean,full_review,2026-08-13T14:42:01
Mehta,FMEL6z9Qir8(02)__r01,5,clean,full_review,2026-08-13T14:42:00
Mehta,H2lrKuZKV-Q(01)__r00,1,clean,full_review,2026-08-13T14:43:08
Mehta,H9a5K1p0QZE(02)__r02,0,clean,full_review,2026-08-13T14:43:09
Mehta,H9a5K1p0QZE(02)__r02,2,clean,audit_sample_60,2026-08-13T00:00:00
